date,region_id,region_name,ntl_sum,area_km2,light_density,density_3m_smooth,lag_1,lag_3,lag_12,lag_1_safe,lag_12_safe,mom_pct,yoy_pct,mom_3m_avg,yoy_3m_avg,vol_12m,months_seen,mom_pct_z,yoy_pct_z,mom_3m_avg_z,trend_score
2023-08-01,CLT,Charlotte,310725.314758122,5245.678366658043,59.23453422785454,57.58128735346117,56.635658482228486,62.05815885366459,59.67513505461818,56.635658482228486,59.67513505461818,0.016696704807085645,-0.035087439672161574,-0.024214802969510573,-0.054777615376284866,0.0342660199102607,20,0.24990753167984325,-0.8054762113196335,-0.546491898945827,-0.4370642259450292
2023-09-01,CLT,Charlotte,298898.1392249465,5245.678366658043,56.97988293082689,57.41895446294677,57.58128735346117,58.9345813791009,58.06755678795148,57.58128735346117,58.06755678795148,-0.0028191952277468756,-0.011169788447846132,-0.008376845674034232,-0.03963501109730692,0.03339433799824677,21,-0.08879732131315539,-0.53149438748545,-0.1945733458729094,-0.3313010593112535
2023-10-01,CLT,Charlotte,313730.57345944643,5245.678366658043,59.80743605127287,58.673951069984774,57.41895446294677,56.635658482228486,57.61387236105147,57.41895446294677,57.61387236105147,0.02185683488625465,0.018399712872796684,0.011911448155197806,-0.009285838415737007,0.033892276510131804,22,0.3394632834909428,-0.19276940877764237,0.2562314438799223,0.05670056943444612
2023-11-01,CLT,Charlotte,341471.8807433844,5245.678366658043,65.0958478342491,60.627722272116294,58.673951069984774,57.58128735346117,58.72678812144999,58.673951069984774,58.72678812144999,0.03329878364252498,0.03236911487028838,0.017445474433677586,0.013199679765079644,0.034768950458053414,23,0.5380420610276675,-0.0327469132052241,0.3791972079779453,0.2208786033012773
2023-12-01,CLT,Charlotte,373317.9428562522,5245.678366658043,71.16676181084439,65.35668189878879,60.627722272116294,57.41895446294677,62.592508186120774,60.627722272116294,62.592508186120774,0.07799995529186203,0.04416141472472491,0.04438519127354721,0.03164341415593666,0.03687584177976628,24,1.3138455722713362,0.10233641044628423,0.9777962566815863,0.6408811282408603
2024-01-01,CLT,Charlotte,370243.3829242587,5245.678366658043,70.58064887804706,68.94775284104685,65.35668189878879,58.673951069984774,63.89374290832677,65.35668189878879,63.89374290832677,0.054945735277980925,0.07910023270935077,0.05541482473745598,0.05187692076812136,0.0394956529405561,25,0.9137320142631027,0.5025680629718698,1.2228741147114255,0.7699784587071508
2024-02-01,CLT,Charlotte,360622.88980698586,5245.678366658043,68.74666432069762,70.16469166986302,68.94775284104685,60.627722272116294,65.44922510588941,68.94775284104685,65.44922510588941,0.017650159413051748,0.07204770654418777,0.0501986166609649,0.06510311799275448,0.039276181934989336,26,0.2664550494255201,0.4217798633594741,1.1069702538435648,0.5122204972761061
2024-03-01,CLT,Charlotte,379508.9669385552,5245.678366658043,72.3469760080498,70.55809640226482,70.16469166986302,65.35668189878879,65.00585615705872,70.16469166986302,65.00585615705872,0.00560687609450124,0.08541138558026995,0.02606759026184463,0.07885310827793617,0.0390573438794513,27,0.057439913117066047,0.5748636725136999,0.5707801545705783,0.4188198411060854
2024-04-01,CLT,Charlotte,326152.6747326851,5245.678366658043,62.1754998944918,67.75638007441307,70.55809640226482,68.94775284104685,65.03065688184466,70.55809640226482,65.03065688184466,-0.03970793531444846,0.04191443425707392,-0.005483633268965162,0.06645784212717722,0.04137194061246667,28,-0.7290135176383494,0.0765967673319581,-0.1302863229741082,-0.20646293622034742
2024-05-01,CLT,Charlotte,318851.699326694,5245.678366658043,60.78369222050312,65.1020560410149,67.75638007441307,70.16469166986302,62.05815885366459,67.75638007441307,62.05815885366459,-0.03917452541713521,0.049049105606370616,-0.024425194879027484,0.0587916418145715,0.04069263091359869,29,-0.7197560137296374,0.15832595764436316,-0.5511667957771618,-0.24699718445214197
2024-06-01,CLT,Charlotte,300226.3358736038,5245.678366658043,57.23308119343854,60.064091102811155,65.1020560410149,70.55809640226482,58.9345813791009,65.1020560410149,58.9345813791009,-0.07738565023245633,0.01916548310481082,-0.052089370321346674,0.03670967432275179,0.04458493588418958,30,-1.3829226312143907,-0.1839973465530765,-1.1658632753791736,-0.7400481177166902
2024-07-01,CLT,Charlotte,276032.36828899384,5245.678366658043,52.62090982235547,56.87922774543238,60.064091102811155,67.75638007441307,56.635658482228486,60.064091102811155,56.635658482228486,-0.05302441606795102,0.004300634436524188,-0.056528197239180865,0.024171741049235213,0.045934299652801755,31,-0.9601254134745122,-0.35427737576496965,-1.2644937690168534,-0.7180750657282091
2024-08-01,CLT,Charlotte,322547.3481075838,5245.678366658043,61.48820525439015,57.11406542339472,56.87922774543238,65.1020560410149,57.58128735346117,56.87922774543238,57.58128735346117,0.004128707214756405,-0.008114127897113896,-0.042093786361883656,0.005117329881407042,0.045694696401655265,32,0.03178580686425666,-0.4964911406007115,-0.9437619413177538,-0.42746221650462957
2024-09-01,CLT,Charlotte,325830.5810615588,5245.678366658043,62.11409817509293,58.74107108394619,57.11406542339472,60.064091102811155,57.41895446294677,57.11406542339472,57.41895446294677,0.02848695235561053,0.023025787100540054,-0.006802918832528037,0.006404097879983454,0.046389979649285616,33,0.454531149117247,-0.13977673645282393,-0.1596007767232444,0.03455082116411326
2024-10-01,CLT,Charlotte,328709.50208830833,5245.678366658043,62.662915854241575,62.08840642790822,58.74107108394619,56.87922774543238,58.673951069984774,58.74107108394619,58.673951069984774,0.05698458135328161,0.0581937179217873,0.029866746974549507,0.024368459041737827,0.04874420870733134,34,0.9491168573386219,0.2630794527487349,0.6551972109048718,0.5473142257569285
2024-11-01,CLT,Charlotte,340313.7744935155,5245.678366658043,64.8750744339526,63.2173628210957,62.08840642790822,57.11406542339472,60.627722272116294,62.08840642790822,60.627722272116294,0.018183046693239384,0.04271380239812213,0.0345515268007105,0.041311102473483165,0.04816130103134536,35,0.27570348314242,0.08575370080946756,0.7592927648409001,0.2774464483156398
2024-12-01,CLT,Charlotte,375025.377050519,5245.678366658043,71.49225530757103,66.3434151985884,63.2173628210957,58.74107108394619,65.35668189878879,63.2173628210957,65.35668189878879,0.049449268966492516,0.01509766516800322,0.04153896567100449,0.03866839516263756,0.044790608680794916,36,0.8183390367068089,-0.23059507334904666,0.9145532779893774,0.3131148299353948
2025-01-01,CLT,Charlotte,394485.7817879319,5245.678366658043,75.20205285465376,70.52312753205912,66.3434151985884,62.08840642790822,68.94775284104685,66.3434151985884,68.94775284104685,0.06300116327987364,0.022848818505284186,0.0435444929798685,0.02688676202380318,0.04570437771718371,37,1.0535366121708092,-0.14180394966179838,0.9591159861414716,0.4369822060486379
2025-02-01,CLT,Charlotte,387345.69698369503,5245.678366658043,73.84091625702706,73.51174147308394,70.52312753205912,63.2173628210957,70.16469166986302,70.52312753205912,70.16469166986302,0.04237778507009957,0.04770276507405424,0.051609405772155226,0.028549749582447225,0.04697218260021182,38,0.6956111118201674,0.14290333812849207,1.1383179114637134,0.507798584903039
