date,dataset_name,region_id,region_name,ntl_sum,area_km2,light_density,density_3m_smooth,lag_1,lag_3,lag_12,lag_1_safe,lag_12_safe,mom_pct,yoy_pct,mom_3m_avg,yoy_3m_avg,vol_12m,months_seen,mom_pct_z,yoy_pct_z,mom_3m_avg_z,trend_score
2022-12-01,metros,ATL,Atlanta,848960.1897976995,10179.988816456857,83.39500220523622,77.48282774046295,73.47488887559813,72.66763496744333,,73.47488887559813,,0.05454841682919387,,0.02188790917435259,,0.028012382497767812,12,0.858805913867329,,0.4648669258092806,0.3506151593220548
2023-01-01,metros,ATL,Atlanta,808271.6797255278,10179.988816456857,79.39809112745634,79.29056727595145,77.48282774046295,72.6274057073406,75.03773767559723,77.48282774046295,75.03773767559723,0.023330841016072773,0.05667587712652039,0.029849391611110776,0.05667587712652039,0.027329222298956145,13,0.33908296858726256,0.24377303055112914,0.6416824867989457,0.35194790321153246
2023-02-01,metros,ATL,Atlanta,810037.7262095809,10179.988816456857,79.57157329093359,80.78822220787539,79.29056727595145,73.47488887559813,78.21732738170525,79.29056727595145,78.21732738170525,0.01888818535894345,0.032868609964439535,0.03225581440140337,0.04477224354547996,0.025159992639785148,14,0.26511982369700743,-0.03349284639990332,0.6951264275504065,0.20181480941923186
2023-03-01,metros,ATL,Atlanta,843728.744117856,10179.988816456857,82.88110717311336,80.61692386383443,80.78822220787539,77.48282774046295,79.5025105858748,80.78822220787539,79.5025105858748,-0.002120338080966764,0.014017334418085977,0.013366229431349819,0.034520607169681965,0.02482655621501582,15,-0.08463865029655086,-0.2530399036249472,0.27561001338094204,-0.09678954422525046
2023-04-01,metros,ATL,Atlanta,805520.5327244997,10179.988816456857,79.12784063399994,80.52684036601563,80.61692386383443,79.29056727595145,80.49493888079614,80.61692386383443,80.49493888079614,-0.001117426633282993,0.00039631665869993413,0.0052168068815645645,0.015760753680408482,0.02458591447261816,16,-0.06794177112292127,-0.411673963061934,0.0946205140850244,-0.20729541005083849
2023-05-01,metros,ATL,Atlanta,794292.4052119255,10179.988816456857,78.02487994170302,80.01127591627211,80.52684036601563,80.78822220787539,78.3530984178614,80.52684036601563,78.3530984178614,-0.006402392635798774,0.021162883560361025,-0.0032133857833495107,0.01185884487904898,0.02322943547331711,17,-0.15592804247772787,-0.16982090432774172,-0.09260457334538767,-0.15020977957626677
2023-06-01,metros,ATL,Atlanta,781199.0834239125,10179.988816456857,76.73869760652732,77.96380606074344,80.01127591627211,80.61692386383443,75.38347863181319,80.01127591627211,75.38347863181319,-0.02558976634332456,0.03422934939806959,-0.011036528537468776,0.018596183205710184,0.021516176916905088,18,-0.4753672723257168,-0.017645306663456223,-0.26634776574198793,-0.20470238817784073
2023-07-01,metros,ATL,Atlanta,771932.6998471618,10179.988816456857,75.82844281707501,76.86400678843512,77.96380606074344,80.52684036601563,74.0769912121258,77.96380606074344,74.0769912121258,-0.014106536454254654,0.03762322862612572,-0.015366231811125996,0.03100515386151878,0.02125751663349166,19,-0.2841897736306694,0.021880729400509575,-0.36250560058388903,-0.14681768750572383
2023-08-01,metros,ATL,Atlanta,755992.6176837683,10179.988816456857,74.26261770166576,75.60991937508936,76.86400678843512,80.01127591627211,73.26524564258585,76.86400678843512,73.26524564258585,-0.01631566536464303,0.03200253697287345,-0.018670656054074083,0.03461837166568959,0.02163675236197385,20,-0.32096825350634944,-0.043579366867596815,-0.43589314252797756,-0.20525878799129876
2023-09-01,metros,ATL,Atlanta,768180.9775336981,10179.988816456857,75.4599038745372,75.18365479775933,75.60991937508936,77.96380606074344,72.66763496744333,75.60991937508936,72.66763496744333,-0.0056376806225039945,0.03462366473662214,-0.01201996081380056,0.03474981011187377,0.021532332103564415,21,-0.14319680472179797,-0.013053003506832212,-0.28818868934085373,-0.10712328103812624
2023-10-01,metros,ATL,Atlanta,758493.3062316775,10179.988816456857,74.50826517662827,74.74359558427707,75.18365479775933,76.86400678843512,72.6274057073406,75.18365479775933,72.6274057073406,-0.005853123457033274,0.029137621760356867,-0.0092688231480601,0.03192127448995082,0.021666873704119318,22,-0.14678358497569519,-0.07694494483926578,-0.2270890193244025,-0.12792535177722195
2023-11-01,metros,ATL,Atlanta,833168.5091633201,10179.988816456857,81.84375485918308,77.27064130344952,74.74359558427707,75.60991937508936,73.47488887559813,74.74359558427707,73.47488887559813,0.03380952842070704,0.051660539892453124,0.007439574780389923,0.03847394212981071,0.023383330623379224,23,0.5135364339430393,0.18536305569170125,0.14398568647629295,0.275539595324021
2023-12-01,metros,ATL,Atlanta,860580.4145337939,10179.988816456857,84.53647936651849,80.29616646744329,77.27064130344952,75.18365479775933,77.48282774046295,77.27064130344952,77.48282774046295,0.03915491204624824,0.03630919016538624,0.022370439003307336,0.03903578393939874,0.020647478130664847,24,0.6025285625486961,0.006577081834247988,0.47558337002411216,0.27916378368655526
2024-01-01,metros,ATL,Atlanta,871838.1163796186,10179.988816456857,85.64234520279777,84.00752647616645,80.29616646744329,74.74359558427707,79.29056727595145,80.29616646744329,79.29056727595145,0.04622088665002409,0.0594895378134801,0.03972844237232646,0.04915308929043982,0.02353480269513799,25,0.7201657921123384,0.2765416844458142,0.8610850812611136,0.5265375961088313
